State ID,State,Municipality ID,Municipality,Academic Degree ID,Academic Degree,Population
15,Estado de México,15006,Almoloya del Río,4,Preparatoria o Bachillerato General,2812
15,Estado de México,15028,Chiautla,1,Preescolar o Kínder,2812
15,Estado de México,15042,Ixtlahuaca,5,Bachillerato Tecnológico o Normal Básica,2809
15,Estado de México,15106,Toluca,99,No especificado,2798
15,Estado de México,15025,Chalco,13,Maestría,2797
15,Estado de México,15124,San José del Rincón,11,Licenciatura,2797
15,Estado de México,15093,Tepetlaoxtoc,0,Ninguno,2796
15,Estado de México,15098,Texcalyacac,2,Primaria,2796
15,Estado de México,15101,Tianguistenco,5,Bachillerato Tecnológico o Normal Básica,2795
15,Estado de México,15037,Huixquilucan,14,Doctorado,2773
9,Ciudad de México,9006,Iztacalco,99,No especificado,2770
15,Estado de México,15007,Amanalco,1,Preescolar o Kínder,2767
15,Estado de México,15050,Juchitepec,1,Preescolar o Kínder,2746
15,Estado de México,15104,Tlalnepantla de Baz,14,Doctorado,2739
15,Estado de México,15005,Almoloya de Juárez,5,Bachillerato Tecnológico o Normal Básica,2719
15,Estado de México,15063,Ocuilan,11,Licenciatura,2718
15,Estado de México,15025,Chalco,99,No especificado,2709
15,Estado de México,15076,San Mateo Atenco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,2688
15,Estado de México,15031,Chimalhuacán,6,Estudios Técnicos o Comerciales con Primaria Terminada,2668
15,Estado de México,15097,Texcaltitlán,0,Ninguno,2658
15,Estado de México,15108,Tultepec,13,Maestría,2644
9,Ciudad de México,9008,La Magdalena Contreras,10,Normal de Licenciatura,2639
15,Estado de México,15062,Ocoyoacac,5,Bachillerato Tecnológico o Normal Básica,2628
15,Estado de México,15087,Temoaya,5,Bachillerato Tecnológico o Normal Básica,2617
15,Estado de México,15095,Tepotzotlán,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,2612
15,Estado de México,15122,Valle de Chalco Solidaridad,99,No especificado,2603
15,Estado de México,15086,Temascaltepec,11,Licenciatura,2596
15,Estado de México,15010,Apaxco,5,Bachillerato Tecnológico o Normal Básica,2585
15,Estado de México,15119,Zumpahuacán,4,Preparatoria o Bachillerato General,2581
15,Estado de México,15075,San Martín de las Pirámides,1,Preescolar o Kínder,2558
9,Ciudad de México,9011,Tláhuac,6,Estudios Técnicos o Comerciales con Primaria Terminada,2545
15,Estado de México,15024,Cuautitlán,10,Normal de Licenciatura,2540
15,Estado de México,15007,Amanalco,11,Licenciatura,2531
15,Estado de México,15006,Almoloya del Río,11,Licenciatura,2523
15,Estado de México,15111,Villa de Allende,11,Licenciatura,2522
15,Estado de México,15052,Malinalco,11,Licenciatura,2507
9,Ciudad de México,9008,La Magdalena Contreras,12,Especialidad,2505
9,Ciudad de México,9016,Miguel Hidalgo,99,No especificado,2498
15,Estado de México,15125,Tonanitla,11,Licenciatura,2494
9,Ciudad de México,9002,Azcapotzalco,14,Doctorado,2491
15,Estado de México,15120,Zumpango,99,No especificado,2487
15,Estado de México,15030,Chiconcuac,1,Preescolar o Kínder,2474
15,Estado de México,15020,Coacalco de Berriozábal,12,Especialidad,2471
15,Estado de México,15056,Morelos,11,Licenciatura,2471
15,Estado de México,15117,Zacualpan,0,Ninguno,2464
15,Estado de México,15044,Jaltenco,1,Preescolar o Kínder,2455
9,Ciudad de México,9004,Cuajimalpa de Morelos,14,Doctorado,2427
15,Estado de México,15101,Tianguistenco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,2424
15,Estado de México,15059,Nextlalpan,5,Bachillerato Tecnológico o Normal Básica,2419
15,Estado de México,15035,Huehuetoca,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,2388
15,Estado de México,15014,Atlacomulco,5,Bachillerato Tecnológico o Normal Básica,2386
15,Estado de México,15018,Calimaya,5,Bachillerato Tecnológico o Normal Básica,2385
9,Ciudad de México,9014,Benito Juárez,9,Normal con Primaria o Secundaria Terminada,2384
15,Estado de México,15072,Rayón,11,Licenciatura,2363
15,Estado de México,15039,Ixtapaluca,6,Estudios Técnicos o Comerciales con Primaria Terminada,2356
15,Estado de México,15088,Tenancingo,5,Bachillerato Tecnológico o Normal Básica,2343
15,Estado de México,15075,San Martín de las Pirámides,0,Ninguno,2339
9,Ciudad de México,9009,Milpa Alta,10,Normal de Licenciatura,2332
9,Ciudad de México,9006,Iztacalco,14,Doctorado,2331
15,Estado de México,15046,Jilotzingo,0,Ninguno,2319
15,Estado de México,15073,San Antonio la Isla,0,Ninguno,2294
15,Estado de México,15028,Chiautla,0,Ninguno,2283
15,Estado de México,15087,Temoaya,7,Estudios Técnicos o Comerciales con Secundaria Terminada,2266
15,Estado de México,15013,Atizapán de Zaragoza,14,Doctorado,2254
9,Ciudad de México,9003,Coyoacán,9,Normal con Primaria o Secundaria Terminada,2248
9,Ciudad de México,9008,La Magdalena Contreras,6,Estudios Técnicos o Comerciales con Primaria Terminada,2234
15,Estado de México,15101,Tianguistenco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,2227
15,Estado de México,15073,San Antonio la Isla,5,Bachillerato Tecnológico o Normal Básica,2224
15,Estado de México,15026,Chapa de Mota,11,Licenciatura,2220
15,Estado de México,15032,Donato Guerra,11,Licenciatura,2211
15,Estado de México,15014,Atlacomulco,13,Maestría,2208
15,Estado de México,15094,Tepetlixpa,0,Ninguno,2206
15,Estado de México,15080,Sultepec,11,Licenciatura,2200
15,Estado de México,15012,Atizapán,11,Licenciatura,2199
15,Estado de México,15108,Tultepec,10,Normal de Licenciatura,2191
15,Estado de México,15044,Jaltenco,0,Ninguno,2182
15,Estado de México,15067,Otzolotepec,7,Estudios Técnicos o Comerciales con Secundaria Terminada,2180
9,Ciudad de México,9013,Xochimilco,99,No especificado,2169
15,Estado de México,15004,Almoloya de Alquisiras,4,Preparatoria o Bachillerato General,2161
15,Estado de México,15119,Zumpahuacán,1,Preescolar o Kínder,2158
9,Ciudad de México,9011,Tláhuac,12,Especialidad,2149
15,Estado de México,15020,Coacalco de Berriozábal,99,No especificado,2103
15,Estado de México,15087,Temoaya,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,2103
15,Estado de México,15095,Tepotzotlán,7,Estudios Técnicos o Comerciales con Secundaria Terminada,2099
15,Estado de México,15123,Luvianos,11,Licenciatura,2099
15,Estado de México,15099,Texcoco,10,Normal de Licenciatura,2092
15,Estado de México,15069,Papalotla,2,Primaria,2083
15,Estado de México,15014,Atlacomulco,10,Normal de Licenciatura,2081
15,Estado de México,15102,Timilpan,0,Ninguno,2072
15,Estado de México,15102,Timilpan,11,Licenciatura,2069
15,Estado de México,15078,Santo Tomás,4,Preparatoria o Bachillerato General,2062
15,Estado de México,15085,Temascalcingo,5,Bachillerato Tecnológico o Normal Básica,2061
15,Estado de México,15120,Zumpango,10,Normal de Licenciatura,2060
15,Estado de México,15088,Tenancingo,10,Normal de Licenciatura,2053
15,Estado de México,15116,Zacazonapan,3,Secundaria,2044
9,Ciudad de México,9017,Venustiano Carranza,14,Doctorado,2038
15,Estado de México,15097,Texcaltitlán,1,Preescolar o Kínder,2032
15,Estado de México,15069,Papalotla,3,Secundaria,2029
9,Ciudad de México,9008,La Magdalena Contreras,14,Doctorado,2012
15,Estado de México,15117,Zacualpan,4,Preparatoria o Bachillerato General,2010
15,Estado de México,15099,Texcoco,99,No especificado,2001
15,Estado de México,15066,Otzoloapan,3,Secundaria,2000
15,Estado de México,15004,Almoloya de Alquisiras,0,Ninguno,1991
15,Estado de México,15114,Villa Victoria,5,Bachillerato Tecnológico o Normal Básica,1990
15,Estado de México,15122,Valle de Chalco Solidaridad,13,Maestría,1988
15,Estado de México,15070,La Paz,13,Maestría,1983
15,Estado de México,15060,Nicolás Romero,6,Estudios Técnicos o Comerciales con Primaria Terminada,1975
15,Estado de México,15089,Tenango del Aire,11,Licenciatura,1975
15,Estado de México,15030,Chiconcuac,0,Ninguno,1968
15,Estado de México,15103,Tlalmanalco,5,Bachillerato Tecnológico o Normal Básica,1958
15,Estado de México,15035,Huehuetoca,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1942
15,Estado de México,15097,Texcaltitlán,11,Licenciatura,1942
15,Estado de México,15120,Zumpango,13,Maestría,1930
15,Estado de México,15074,San Felipe del Progreso,10,Normal de Licenciatura,1928
9,Ciudad de México,9017,Venustiano Carranza,99,No especificado,1924
9,Ciudad de México,9004,Cuajimalpa de Morelos,99,No especificado,1903
15,Estado de México,15004,Almoloya de Alquisiras,1,Preescolar o Kínder,1891
15,Estado de México,15018,Calimaya,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1888
15,Estado de México,15064,El Oro,5,Bachillerato Tecnológico o Normal Básica,1887
15,Estado de México,15001,Acambay de Ruíz Castañeda,5,Bachillerato Tecnológico o Normal Básica,1884
15,Estado de México,15107,Tonatico,11,Licenciatura,1883
15,Estado de México,15049,Joquicingo,0,Ninguno,1879
15,Estado de México,15051,Lerma,10,Normal de Licenciatura,1876
15,Estado de México,15018,Calimaya,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1871
15,Estado de México,15099,Texcoco,12,Especialidad,1858
15,Estado de México,15099,Texcoco,14,Doctorado,1857
15,Estado de México,15031,Chimalhuacán,13,Maestría,1844
15,Estado de México,15049,Joquicingo,1,Preescolar o Kínder,1828
15,Estado de México,15083,Temamatla,11,Licenciatura,1825
9,Ciudad de México,9012,Tlalpan,9,Normal con Primaria o Secundaria Terminada,1822
15,Estado de México,15054,Metepec,99,No especificado,1821
15,Estado de México,15088,Tenancingo,13,Maestría,1820
9,Ciudad de México,9002,Azcapotzalco,99,No especificado,1796
15,Estado de México,15067,Otzolotepec,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1788
9,Ciudad de México,9013,Xochimilco,14,Doctorado,1787
15,Estado de México,15079,Soyaniquilpan de Juárez,11,Licenciatura,1785
15,Estado de México,15082,Tejupilco,13,Maestría,1766
15,Estado de México,15117,Zacualpan,1,Preescolar o Kínder,1757
15,Estado de México,15017,Ayapango,11,Licenciatura,1754
15,Estado de México,15058,Nezahualcóyotl,9,Normal con Primaria o Secundaria Terminada,1753
15,Estado de México,15047,Jiquipilco,5,Bachillerato Tecnológico o Normal Básica,1744
15,Estado de México,15071,Polotitlán,0,Ninguno,1724
15,Estado de México,15002,Acolman,10,Normal de Licenciatura,1723
15,Estado de México,15058,Nezahualcóyotl,14,Doctorado,1712
15,Estado de México,15060,Nicolás Romero,12,Especialidad,1706
15,Estado de México,15029,Chicoloapan,13,Maestría,1692
15,Estado de México,15046,Jilotzingo,1,Preescolar o Kínder,1679
15,Estado de México,15042,Ixtlahuaca,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1662
15,Estado de México,15014,Atlacomulco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1651
15,Estado de México,15071,Polotitlán,1,Preescolar o Kínder,1651
15,Estado de México,15042,Ixtlahuaca,10,Normal de Licenciatura,1650
15,Estado de México,15039,Ixtapaluca,12,Especialidad,1637
15,Estado de México,15084,Temascalapa,5,Bachillerato Tecnológico o Normal Básica,1634
15,Estado de México,15076,San Mateo Atenco,13,Maestría,1628
15,Estado de México,15018,Calimaya,13,Maestría,1615
15,Estado de México,15061,Nopaltepec,11,Licenciatura,1615
15,Estado de México,15079,Soyaniquilpan de Juárez,1,Preescolar o Kínder,1615
15,Estado de México,15094,Tepetlixpa,1,Preescolar o Kínder,1608
15,Estado de México,15024,Cuautitlán,12,Especialidad,1605
15,Estado de México,15009,Amecameca,5,Bachillerato Tecnológico o Normal Básica,1603
9,Ciudad de México,9017,Venustiano Carranza,9,Normal con Primaria o Secundaria Terminada,1595
15,Estado de México,15048,Jocotitlán,5,Bachillerato Tecnológico o Normal Básica,1594
15,Estado de México,15054,Metepec,14,Doctorado,1594
15,Estado de México,15069,Papalotla,4,Preparatoria o Bachillerato General,1588
15,Estado de México,15071,Polotitlán,11,Licenciatura,1588
15,Estado de México,15035,Huehuetoca,99,No especificado,1584
15,Estado de México,15053,Melchor Ocampo,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1584
15,Estado de México,15090,Tenango del Valle,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1580
15,Estado de México,15042,Ixtlahuaca,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1578
15,Estado de México,15045,Jilotepec,13,Maestría,1578
15,Estado de México,15102,Timilpan,1,Preescolar o Kínder,1568
15,Estado de México,15023,Coyotepec,5,Bachillerato Tecnológico o Normal Básica,1565
9,Ciudad de México,9015,Cuauhtémoc,9,Normal con Primaria o Secundaria Terminada,1564
15,Estado de México,15044,Jaltenco,5,Bachillerato Tecnológico o Normal Básica,1563
15,Estado de México,15070,La Paz,99,No especificado,1548
15,Estado de México,15079,Soyaniquilpan de Juárez,0,Ninguno,1545
15,Estado de México,15005,Almoloya de Juárez,10,Normal de Licenciatura,1537
15,Estado de México,15098,Texcalyacac,4,Preparatoria o Bachillerato General,1537
15,Estado de México,15104,Tlalnepantla de Baz,9,Normal con Primaria o Secundaria Terminada,1536
15,Estado de México,15029,Chicoloapan,10,Normal de Licenciatura,1532
15,Estado de México,15025,Chalco,6,Estudios Técnicos o Comerciales con Primaria Terminada,1529
15,Estado de México,15078,Santo Tomás,0,Ninguno,1529
9,Ciudad de México,9002,Azcapotzalco,9,Normal con Primaria o Secundaria Terminada,1524
15,Estado de México,15115,Xonacatlán,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1518
15,Estado de México,15074,San Felipe del Progreso,5,Bachillerato Tecnológico o Normal Básica,1514
15,Estado de México,15088,Tenancingo,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1494
15,Estado de México,15077,San Simón de Guerrero,4,Preparatoria o Bachillerato General,1480
15,Estado de México,15004,Almoloya de Alquisiras,11,Licenciatura,1478
15,Estado de México,15043,Xalatlaco,5,Bachillerato Tecnológico o Normal Básica,1475
15,Estado de México,15031,Chimalhuacán,12,Especialidad,1461
9,Ciudad de México,9010,Álvaro Obregón,9,Normal con Primaria o Secundaria Terminada,1459
15,Estado de México,15038,Isidro Fabela,0,Ninguno,1453
15,Estado de México,15083,Temamatla,1,Preescolar o Kínder,1453
15,Estado de México,15072,Rayón,0,Ninguno,1450
15,Estado de México,15088,Tenancingo,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1450
15,Estado de México,15107,Tonatico,0,Ninguno,1429
15,Estado de México,15053,Melchor Ocampo,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1415
15,Estado de México,15024,Cuautitlán,6,Estudios Técnicos o Comerciales con Primaria Terminada,1412
15,Estado de México,15103,Tlalmanalco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1410
15,Estado de México,15045,Jilotepec,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1407
15,Estado de México,15036,Hueypoxtla,5,Bachillerato Tecnológico o Normal Básica,1387
15,Estado de México,15019,Capulhuac,5,Bachillerato Tecnológico o Normal Básica,1386
15,Estado de México,15041,Ixtapan del Oro,0,Ninguno,1377
15,Estado de México,15038,Isidro Fabela,11,Licenciatura,1365
15,Estado de México,15040,Ixtapan de la Sal,5,Bachillerato Tecnológico o Normal Básica,1361
9,Ciudad de México,9016,Miguel Hidalgo,9,Normal con Primaria o Secundaria Terminada,1353
15,Estado de México,15082,Tejupilco,10,Normal de Licenciatura,1347
9,Ciudad de México,9011,Tláhuac,99,No especificado,1345
15,Estado de México,15057,Naucalpan de Juárez,9,Normal con Primaria o Secundaria Terminada,1343
15,Estado de México,15012,Atizapán,1,Preescolar o Kínder,1342
15,Estado de México,15062,Ocoyoacac,13,Maestría,1341
15,Estado de México,15034,Ecatzingo,0,Ninguno,1339
15,Estado de México,15006,Almoloya del Río,0,Ninguno,1338
15,Estado de México,15072,Rayón,1,Preescolar o Kínder,1331
15,Estado de México,15002,Acolman,13,Maestría,1325
15,Estado de México,15107,Tonatico,1,Preescolar o Kínder,1324
15,Estado de México,15051,Lerma,99,No especificado,1317
9,Ciudad de México,9011,Tláhuac,9,Normal con Primaria o Secundaria Terminada,1307
9,Ciudad de México,9004,Cuajimalpa de Morelos,6,Estudios Técnicos o Comerciales con Primaria Terminada,1302
15,Estado de México,15069,Papalotla,11,Licenciatura,1295
15,Estado de México,15055,Mexicaltzingo,1,Preescolar o Kínder,1293
15,Estado de México,15070,La Paz,6,Estudios Técnicos o Comerciales con Primaria Terminada,1287
15,Estado de México,15115,Xonacatlán,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1287
15,Estado de México,15012,Atizapán,0,Ninguno,1274
15,Estado de México,15035,Huehuetoca,6,Estudios Técnicos o Comerciales con Primaria Terminada,1274
15,Estado de México,15048,Jocotitlán,10,Normal de Licenciatura,1270
15,Estado de México,15103,Tlalmanalco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1262
15,Estado de México,15099,Texcoco,6,Estudios Técnicos o Comerciales con Primaria Terminada,1252
15,Estado de México,15083,Temamatla,0,Ninguno,1250
15,Estado de México,15022,Cocotitlán,1,Preescolar o Kínder,1248
15,Estado de México,15006,Almoloya del Río,1,Preescolar o Kínder,1246
15,Estado de México,15095,Tepotzotlán,10,Normal de Licenciatura,1243
15,Estado de México,15093,Tepetlaoxtoc,5,Bachillerato Tecnológico o Normal Básica,1242
15,Estado de México,15120,Zumpango,6,Estudios Técnicos o Comerciales con Primaria Terminada,1238
15,Estado de México,15125,Tonanitla,1,Preescolar o Kínder,1236
15,Estado de México,15108,Tultepec,99,No especificado,1230
15,Estado de México,15049,Joquicingo,11,Licenciatura,1217
15,Estado de México,15022,Cocotitlán,0,Ninguno,1216
15,Estado de México,15045,Jilotepec,10,Normal de Licenciatura,1213
15,Estado de México,15100,Tezoyuca,5,Bachillerato Tecnológico o Normal Básica,1213
15,Estado de México,15074,San Felipe del Progreso,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1193
15,Estado de México,15089,Tenango del Aire,1,Preescolar o Kínder,1182
15,Estado de México,15048,Jocotitlán,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1181
15,Estado de México,15125,Tonanitla,0,Ninguno,1179
15,Estado de México,15073,San Antonio la Isla,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1172
9,Ciudad de México,9006,Iztacalco,9,Normal con Primaria o Secundaria Terminada,1169
15,Estado de México,15027,Chapultepec,1,Preescolar o Kínder,1167
15,Estado de México,15055,Mexicaltzingo,0,Ninguno,1166
15,Estado de México,15105,Tlatlaya,10,Normal de Licenciatura,1151
15,Estado de México,15014,Atlacomulco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1135
15,Estado de México,15072,Rayón,5,Bachillerato Tecnológico o Normal Básica,1130
15,Estado de México,15089,Tenango del Aire,0,Ninguno,1126
15,Estado de México,15112,Villa del Carbón,5,Bachillerato Tecnológico o Normal Básica,1125
15,Estado de México,15077,San Simón de Guerrero,0,Ninguno,1122
15,Estado de México,15038,Isidro Fabela,1,Preescolar o Kínder,1113
15,Estado de México,15048,Jocotitlán,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1105
15,Estado de México,15110,Valle de Bravo,10,Normal de Licenciatura,1103
15,Estado de México,15019,Capulhuac,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1101
15,Estado de México,15066,Otzoloapan,0,Ninguno,1096
15,Estado de México,15090,Tenango del Valle,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1096
15,Estado de México,15024,Cuautitlán,99,No especificado,1092
15,Estado de México,15051,Lerma,12,Especialidad,1075
15,Estado de México,15011,Atenco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1072
15,Estado de México,15029,Chicoloapan,6,Estudios Técnicos o Comerciales con Primaria Terminada,1061
15,Estado de México,15092,Teotihuacán,5,Bachillerato Tecnológico o Normal Básica,1061
15,Estado de México,15037,Huixquilucan,6,Estudios Técnicos o Comerciales con Primaria Terminada,1055
15,Estado de México,15017,Ayapango,1,Preescolar o Kínder,1045
15,Estado de México,15092,Teotihuacán,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,1045
15,Estado de México,15073,San Antonio la Isla,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1044
15,Estado de México,15122,Valle de Chalco Solidaridad,6,Estudios Técnicos o Comerciales con Primaria Terminada,1044
15,Estado de México,15110,Valle de Bravo,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1042
15,Estado de México,15019,Capulhuac,7,Estudios Técnicos o Comerciales con Secundaria Terminada,1039
15,Estado de México,15091,Teoloyucan,10,Normal de Licenciatura,1039
15,Estado de México,15078,Santo Tomás,1,Preescolar o Kínder,1037
15,Estado de México,15048,Jocotitlán,13,Maestría,1033
9,Ciudad de México,9009,Milpa Alta,13,Maestría,1023
15,Estado de México,15116,Zacazonapan,0,Ninguno,1022
15,Estado de México,15108,Tultepec,12,Especialidad,1020
15,Estado de México,15082,Tejupilco,5,Bachillerato Tecnológico o Normal Básica,1017
15,Estado de México,15070,La Paz,12,Especialidad,1016
15,Estado de México,15054,Metepec,9,Normal con Primaria o Secundaria Terminada,1008
15,Estado de México,15095,Tepotzotlán,13,Maestría,998
15,Estado de México,15034,Ecatzingo,1,Preescolar o Kínder,991
15,Estado de México,15095,Tepotzotlán,99,No especificado,979
15,Estado de México,15110,Valle de Bravo,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,979
15,Estado de México,15124,San José del Rincón,5,Bachillerato Tecnológico o Normal Básica,969
15,Estado de México,15101,Tianguistenco,10,Normal de Licenciatura,961
15,Estado de México,15001,Acambay de Ruíz Castañeda,10,Normal de Licenciatura,950
15,Estado de México,15098,Texcalyacac,11,Licenciatura,947
15,Estado de México,15005,Almoloya de Juárez,13,Maestría,945
15,Estado de México,15117,Zacualpan,11,Licenciatura,945
15,Estado de México,15085,Temascalcingo,10,Normal de Licenciatura,944
15,Estado de México,15061,Nopaltepec,0,Ninguno,941
15,Estado de México,15002,Acolman,99,No especificado,938
15,Estado de México,15042,Ixtlahuaca,99,No especificado,936
15,Estado de México,15019,Capulhuac,10,Normal de Licenciatura,933
15,Estado de México,15109,Tultitlán,14,Doctorado,924
15,Estado de México,15116,Zacazonapan,4,Preparatoria o Bachillerato General,915
15,Estado de México,15025,Chalco,12,Especialidad,911
15,Estado de México,15035,Huehuetoca,10,Normal de Licenciatura,895
15,Estado de México,15090,Tenango del Valle,10,Normal de Licenciatura,893
15,Estado de México,15087,Temoaya,10,Normal de Licenciatura,889
15,Estado de México,15081,Tecámac,14,Doctorado,882
15,Estado de México,15066,Otzoloapan,4,Preparatoria o Bachillerato General,877
15,Estado de México,15119,Zumpahuacán,11,Licenciatura,877
15,Estado de México,15097,Texcaltitlán,5,Bachillerato Tecnológico o Normal Básica,876
15,Estado de México,15078,Santo Tomás,11,Licenciatura,873
15,Estado de México,15108,Tultepec,6,Estudios Técnicos o Comerciales con Primaria Terminada,873
15,Estado de México,15034,Ecatzingo,11,Licenciatura,869
15,Estado de México,15050,Juchitepec,5,Bachillerato Tecnológico o Normal Básica,868
15,Estado de México,15092,Teotihuacán,7,Estudios Técnicos o Comerciales con Secundaria Terminada,868
15,Estado de México,15103,Tlalmanalco,10,Normal de Licenciatura,853
15,Estado de México,15047,Jiquipilco,7,Estudios Técnicos o Comerciales con Secundaria Terminada,848
15,Estado de México,15091,Teoloyucan,7,Estudios Técnicos o Comerciales con Secundaria Terminada,845
15,Estado de México,15121,Cuautitlán Izcalli,9,Normal con Primaria o Secundaria Terminada,840
15,Estado de México,15061,Nopaltepec,1,Preescolar o Kínder,838
15,Estado de México,15027,Chapultepec,0,Ninguno,833
15,Estado de México,15090,Tenango del Valle,13,Maestría,826
15,Estado de México,15051,Lerma,6,Estudios Técnicos o Comerciales con Primaria Terminada,823
15,Estado de México,15041,Ixtapan del Oro,4,Preparatoria o Bachillerato General,822
15,Estado de México,15110,Valle de Bravo,5,Bachillerato Tecnológico o Normal Básica,821
15,Estado de México,15095,Tepotzotlán,6,Estudios Técnicos o Comerciales con Primaria Terminada,818
15,Estado de México,15011,Atenco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,815
15,Estado de México,15004,Almoloya de Alquisiras,5,Bachillerato Tecnológico o Normal Básica,814
15,Estado de México,15074,San Felipe del Progreso,13,Maestría,802
15,Estado de México,15113,Villa Guerrero,5,Bachillerato Tecnológico o Normal Básica,802
15,Estado de México,15023,Coyotepec,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,799
15,Estado de México,15028,Chiautla,5,Bachillerato Tecnológico o Normal Básica,799
15,Estado de México,15067,Otzolotepec,99,No especificado,796
15,Estado de México,15082,Tejupilco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,792
15,Estado de México,15051,Lerma,14,Doctorado,788
15,Estado de México,15092,Teotihuacán,10,Normal de Licenciatura,785
15,Estado de México,15086,Temascaltepec,5,Bachillerato Tecnológico o Normal Básica,782
15,Estado de México,15060,Nicolás Romero,14,Doctorado,776
15,Estado de México,15001,Acambay de Ruíz Castañeda,13,Maestría,775
15,Estado de México,15017,Ayapango,0,Ninguno,771
15,Estado de México,15047,Jiquipilco,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,766
15,Estado de México,15091,Teoloyucan,99,No especificado,766
15,Estado de México,15100,Tezoyuca,7,Estudios Técnicos o Comerciales con Secundaria Terminada,766
15,Estado de México,15118,Zinacantepec,12,Especialidad,765
15,Estado de México,15021,Coatepec Harinas,5,Bachillerato Tecnológico o Normal Básica,764
15,Estado de México,15040,Ixtapan de la Sal,13,Maestría,763
15,Estado de México,15009,Amecameca,13,Maestría,762
15,Estado de México,15076,San Mateo Atenco,10,Normal de Licenciatura,761
15,Estado de México,15077,San Simón de Guerrero,1,Preescolar o Kínder,761
15,Estado de México,15080,Sultepec,10,Normal de Licenciatura,756
15,Estado de México,15027,Chapultepec,5,Bachillerato Tecnológico o Normal Básica,753
15,Estado de México,15062,Ocoyoacac,10,Normal de Licenciatura,753
15,Estado de México,15040,Ixtapan de la Sal,10,Normal de Licenciatura,752
15,Estado de México,15091,Teoloyucan,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,752
15,Estado de México,15030,Chiconcuac,5,Bachillerato Tecnológico o Normal Básica,746
15,Estado de México,15053,Melchor Ocampo,10,Normal de Licenciatura,740
15,Estado de México,15005,Almoloya de Juárez,99,No especificado,733
15,Estado de México,15009,Amecameca,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,730
15,Estado de México,15015,Atlautla,5,Bachillerato Tecnológico o Normal Básica,728
15,Estado de México,15114,Villa Victoria,7,Estudios Técnicos o Comerciales con Secundaria Terminada,725
15,Estado de México,15092,Teotihuacán,13,Maestría,722
15,Estado de México,15077,San Simón de Guerrero,11,Licenciatura,718
15,Estado de México,15118,Zinacantepec,99,No especificado,718
15,Estado de México,15041,Ixtapan del Oro,1,Preescolar o Kínder,716
15,Estado de México,15087,Temoaya,13,Maestría,715
15,Estado de México,15045,Jilotepec,7,Estudios Técnicos o Comerciales con Secundaria Terminada,712
15,Estado de México,15095,Tepotzotlán,12,Especialidad,712
9,Ciudad de México,9009,Milpa Alta,12,Especialidad,709
15,Estado de México,15047,Jiquipilco,10,Normal de Licenciatura,708
15,Estado de México,15059,Nextlalpan,8,Estudios Técnicos o Comerciales con Preparatoria Terminada,705
15,Estado de México,15122,Valle de Chalco Solidaridad,12,Especialidad,705
15,Estado de México,15013,Atizapán de Zaragoza,9,Normal con Primaria o Secundaria Terminada,700
15,Estado de México,15075,San Martín de las Pirámides,5,Bachillerato Tecnológico o Normal Básica,696
15,Estado de México,15067,Otzolotepec,10,Normal de Licenciatura,693
9,Ciudad de México,9009,Milpa Alta,9,Normal con Primaria o Secundaria Terminada,687
15,Estado de México,15009,Amecameca,10,Normal de Licenciatura,682
